Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05427675451858539,0.06225870218441608,0.05427675451858539,0.059597644954919815,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.059597579275759496,0.06279072202990509,0.059597579275759496,0.061725933104753494,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.061725969357277574,0.06332284767754662,0.061725969357277574,0.06279075890779495,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06279078474821456,0.06332287373693789,0.060661816782055324,0.061193905770778656,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06119386444890434,0.06172595307832859,0.0595975985606316,0.06012968719005585,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.060129692400799635,0.060129692400799635,0.0580013376986628,0.058533426374197006,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05853344704995081,0.05959762477691844,0.055873002732531735,0.05693718045949936,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.056937163404194906,0.056937163404194906,0.0548088085878,0.05534089729189873,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05534088651754526,0.05640506371855736,0.054808797917039215,0.05640506371855736,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05640508060670453,0.05853343564597581,0.05587299184688671,0.05800134688615799,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.058001328676697765,0.059065505862236016,0.058001328676697765,0.05906550586223602,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05906551504973122,0.05906551504973122,0.05746924902312859,0.058533426374197006,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05853343564597581,0.05853343564597581,0.05800134688615799,0.05800134688615799,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.0580013376986628,0.05959760372526542,0.0580013376986628,0.058533426374197006,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059065505862236016,0.0606617716405434,0.059065505862236016,0.05906550586223602,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059065505862236016,0.05959759445500515,0.059065505862236016,0.05906550586223602,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05906552440579363,0.05959761316561145,0.05693716936652235,0.05800134688615799,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.0580013376986628,0.05959760372526542,0.0580013376986628,0.058533426374197006,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05853346686765293,0.06012973399855325,0.05853346686765293,0.059597644954919815,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.0595975985606316,0.06066177581948009,0.0585334213017831,0.06012968719005585,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.060661816782055324,0.06225869575949122,0.060661816782055324,0.061193905770778656,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06119384464750499,0.06225863357265659,0.06119384464750499,0.061725933104753494,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.061725933104753494,0.061725933104753494,0.059597579275759496,0.061725933104753494,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06172595141276952,0.06438700649893982,0.06119386279770269,0.06385491788387299,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.0638549642498425,0.06438705325126648,0.0638549642498425,0.06438705325126648,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06438702711078051,0.06438702711078051,0.061725971172742006,0.06225867196917534,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06225867196917534,0.06279076075457662,0.06066179360193943,0.06225867196917534,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06225869575949122,0.06225869575949122,0.061193905770778656,0.061193905770778656,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.061193864368510015,0.06172595299723522,0.060661775739784804,0.06145990639925003,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.061459917864790964,0.06864372998721843,0.061193875784419954,0.06757955253124237,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06811164080683033,0.07476336415708876,0.06811164080683033,0.07183687388896942,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07183689060576695,0.0729010683023141,0.07130418974638902,0.07236897945404053,28886400,0.0,0.0
